stop_name,type
청솔우성아파트.답십리시장,bus
청솔우성아파트.답십리시장,bus
답십리2동시온교회앞,bus
답십리1동희망샘교회앞,bus
답십리초등학교.현대시장,bus
답십리초등학교앞,bus
답십리역사거리,bus
황물로사거리,bus
답십리1동주민센터.래미안위브,bus
답십리1동주민센터.래미안위브,bus
동대문중학교,bus
동대문중학교,bus
전농래미안크레시티아파트,bus
대한노인회동대문구지회,bus
전농사거리,bus
전농사거리,bus
배봉초등학교.전농우성아파트,bus
배봉초등학교.전농우성아파트,bus
장안2동주민센터,bus
장안2동주민센터,bus
장안교앞,bus
장안교은석초등학교,bus
성바오로병원앞,bus
성바오로병원앞,bus
롯데캐슬노블레스,bus
전농시장앞,bus
래미안크레시티.답십리도서관,bus
동대문구답십리도서관앞,bus
답십리래미안위브아파트,bus
답십리래미안미드카운티,bus
답십리종합상가,bus
답십리2동두산아파트,bus
한양아파트.청솔우성아파트후문,bus
답십리2동한양아파트앞,bus
답십리2동한양아파트앞,bus
동답한신.대림아파트동대문체육관,bus
촬영소사거리.동답초등학교,bus
촬영소사거리.세양청마루아파트앞,bus
장안1파출소,bus
장안1파출소,bus
장안사거리,bus
국민은행장안동지점,bus
국민은행장안동지점,bus
장안동근린공원,bus
장안동근린공원,bus
NH농협장안평지점,bus
NH농협장안평지점,bus
코리아병원,bus
새서울병원,bus
장안동삼성쉐르빌아파트,bus
장안동삼성쉐르빌아파트,bus
경남호텔앞,bus
동경호텔현대벤처빌,bus
동경호텔앞,bus
우리은행장안지점앞,bus
우리은행장안지점앞,bus
북한연구소앞,bus
장한평역,bus
장한평역,bus
신이문역,bus
이문동현대아파트앞,bus
이문동현대아파트,bus
휘경2동주민센터,bus
휘경2동주민센터,bus
동부아동상담소,bus
장안삼성래미안2차아파트,bus
장안삼성래미안2차아파트.성복교회,bus
장안현대홈타운아파트앞,bus
구민회관앞,bus
파라브아파트,bus
장안현대홈타운상가,bus
장안현대홈타운앞,bus
장안치안센터,bus
장안치안센터,bus
장평중학교,bus
회기역종점,bus
경희대입구,bus
경희대입구,bus
서울바이오허브.농촌경제연구원,bus
서울바이오허브.농촌경제연구원,bus
한국과학기술원.홍릉초등학교,bus
한국과학기술원.홍릉초등학교,bus
국방연구원,bus
국방연구원,bus
세종대왕기념관,bus
세종대왕기념관,bus
영휘원사거리.(구)홍릉사거리,bus
영휘원사거리.(구)홍릉사거리,bus
동대문경찰서,bus
동대문경찰서,bus
현대코아,bus
현대코아,bus
동대문중앙새마을금고,bus
동대문중앙새마을금고,bus
제기동한신아파트,bus
제기시장,bus
제기시장,bus
외대역앞,bus
외대역앞,bus
이경시장,bus
청량리한신아파트,bus
전농동SK아파트,bus
벽산아파트,bus
제기동천주교회,bus
이문동쌍용아파트,bus
이문동쌍용아파트,bus
이문1동주민센터,bus
전농동SK아파트,bus
장안동우체국,bus
한국산업인력공단서울지역본부,bus
휘경공고휘경주공아파트,bus
래미안장안1차아파트앞,bus
장평중학교앞,bus
청량리미주상가앞,bus
동대문구청.용두역,bus
종로사약국,bus
회기동현대아파트,bus
우산빌딩앞,bus
배봉산입구,bus
면곡시장,bus
동부아파트,bus
자동차부품상가,bus
청량리한신아파트,bus
동대문노인종합복지관,bus
쌍용아파트,bus
쌍용아파트,bus
우리은행,bus
삼육서울병원,bus
동일스위트리버앞.휘봉고교,bus
엘림교회.대명신협앞,bus
휘봉초등학교,bus
장안삼거리,bus
장안사거리삼성래미안,bus
장안사거리삼성래미안,bus
장한평역,bus
청량리역환승센터,bus
청량리역,bus
서울시립대입구,bus
전농로터리시장,bus
신답역,bus
장안삼거리,bus
신설동로터리.서울풍물시장,bus
경남관광호텔,bus
경남관광호텔,bus
경동시장앞,bus
동대문노인종합복지관,bus
청량리역환승센터,bus
청량리역환승센터,bus
논골신협.대림아파트후문,bus
마장동주민센타,bus
응봉주민센터,bus
응봉주민센터,bus
응봉현대아파트,bus
응봉현대아파트,bus
금호삼성래미안,bus
금호삼성래미안,bus
금호사거리,bus
금호사거리,bus
금옥초등학교.금호대우아파트,bus
금옥초등학교.금호대우아파트,bus
옥수삼성아파트,bus
옥수삼성아파트,bus
옥정중학교,bus
옥정중학교,bus
왕십리역,bus
월곡샹그레빌아파트,bus
휘경미소지움아파트,bus
청량리미주아파트.동대문세무서,bus
용두동신동아아파트,bus
청량리.청과물도매시장,bus
제기동역.서울약령시,bus
제기동역.서울약령시,bus
용두동사거리.한국의류시험연구원,bus
용두동사거리,bus
신설동역,bus
신설동역,bus
청량리청과물도매시장,bus
동답초교.대림아파트,bus
휘경공고.휘경주공아파트,bus
장안동삼성쉐르빌아파트앞,bus
제기동주민센터앞,bus
신설동역1번출구,bus
의료원입구사거리,bus
고려대역3번출구,bus
장미예식장,bus
서울시립대,bus
동대부고.은석초교앞,bus
동안교회,bus
경희중고,bus
동부아파트,bus
딩동슈퍼,bus
미니슈퍼,bus
외대.경희대후문,bus
새마을금고앞,bus
새마을금고앞,bus
시립대입구,bus
삼성래미안,bus
휘경여중고.휘경주공아파트,bus
전농1동치안센터,bus
외대.경희대후문,bus
전농119안전센터,bus
미니슈퍼,bus
동아아파트,bus
경희맨션,bus
경희중고,bus
동일하이빌.현대베스트빌아파트,bus
농협답십리역지점,bus
회기역,bus
가든아파트.수사연구소,bus
신설동역1번출구,bus
종암초등학교앞,bus
신성미소지움아파트,bus
전농1동치안센터,bus
동대문해병전우회,bus
태양어린이.동아아파트,bus
한신휴플러스후문,bus
영광빌딩,bus
영광빌딩,bus
신성미소지움아파트,bus
청량리소화물취급소,bus
청량리소화물취급소,bus
한신휴플러스정문,bus
신답역,bus
답십리역,bus
동부자동차매매시장,bus
답십리역.경우회매장입구,bus
답십리쌍마사거리,bus
부속상가,bus
배봉산입구,bus
경희대의료원,bus
경희대입구,bus
경희대입구,bus
회기역종점,bus
삼육서울병원,bus
외대앞역,bus
동안교회,bus
이문동현대아파트앞,bus
쌍용아파트,bus
망우역.상봉터미널,bus
망우역.상봉터미널,bus
상봉역.중랑우체국,bus
상봉역.중랑우체국,bus
중랑역.동부시장,bus
중랑역.동부시장,bus
극동늘푸른아파트,bus
묵동자이.신도브래뉴아파트,bus
묵동삼거리.먹골역,bus
먹골역. 묵동자이아파트,bus
한국전력동부지사,bus
한국전력동부지사,bus
지하철7호선중화역,bus
지하철7호선중화역,bus
국민은행중화동지점,bus
중화동한신아파트,bus
KT중랑지점사거리,bus
KT중랑지점사거리,bus
면목2동주민센터,bus
중목초등학교,bus
면목2동,bus
면목2동,bus
면목5동주민센터.중랑구치매지원센터,bus
장안시장.중랑구치매지원센터,bus
면목신우아파트,bus
면목신우아파트,bus
면목119안전센터,bus
경남아너스빌아파트앞,bus
늘푸른동아아파트,bus
중랑역동부시장1,bus
한샘교회,bus
국민은행망우동지점,bus
지하철7호선상봉역,bus
국민은행망우동지점,bus
지하철7호선상봉역,bus
망우역,bus
망우역,bus
망우지구대,bus
하나은행망우동지점,bus
금란교회앞,bus
금란교회앞,bus
망우동고개,bus
서울우유앞,bus
서울우유앞,bus
중랑초등학교,bus
중랑초등학교,bus
KT중랑지사,bus
KT중랑지점,bus
KT중랑지점사거리,bus
금성시장,bus
상봉2동주민센터,bus
상봉2동주민센터,bus
면목6거리,bus
면목6거리,bus
혜원목욕탕,bus
혜원목욕탕,bus
상봉터미널입구,bus
상봉터미널입구,bus
혜원여중고입구,bus
혜원여중고입구,bus
봉우재고개,bus
봉우재고개,bus
우림시장,bus
우림시장,bus
지하철7호선상봉역,bus
지하철7호선상봉역,bus
면목초등학교,bus
면목초등학교,bus
지하철7호선면목역,bus
지하철7호선면목역,bus
면목본동주민센터.면목정보도서관,bus
면목본동주민센터.면목정보도서관,bus
면동초등학교,bus
면동초등학교,bus
면목우체국.녹색병원,bus
면목우체국.녹색병원,bus
지하철7호선사가정역,bus
지하철7호선사가정역,bus
면목시장,bus
면남초등학교,bus
면남초등학교,bus
방약국앞,bus
방약국앞,bus
중곡초등학교,bus
중곡초등학교,bus
삼용사입구,bus
삼용사입구,bus
용마공원입구,bus
용마공원입구,bus
면일초등학교,bus
우리은행망우동지점,bus
서일대학교,bus
서일대학교,bus
용마문화복지센터,bus
용마문화복지센터,bus
중화중학교,bus
중화중학교.다문화가족지원센터,bus
면중초등학교,bus
면중초등학교,bus
용마한신아파트,bus
면목동금호어울림아파트,bus
면목동금호어울림아파트,bus
면목동대원칸타빌아파트,bus
용마폭포공원,bus
용마폭포공원,bus
용마산역,bus
용마산역,bus
용마산하늘채아파트,bus
용마산하늘채아파트,bus
묵동구길,bus
묵동구길,bus
묵1동주민센터입구.먹골역,bus
묵1동주민센터입구.먹골역,bus
신성은하수아파트,bus
신성은하수아파트,bus
면목2동한신아파트,bus
면목2동한신아파트,bus
면목5동,bus
면목5동,bus
동서그랜드맨션,bus
동서그랜드맨션,bus
하나은행면목지점,bus
하나은행면목지점,bus
면목복개천,bus
면목복개천,bus
지하철7호선면목역,bus
면목역,bus
농협앞,bus
농협앞,bus
혜원여중고후문,bus
혜원여중고후문,bus
면목마젤란아파트,bus
면목마젤란아파트,bus
녹색병원입구,bus
녹색병원입구,bus
면목두산아파트1차,bus
면목두산아파트1차,bus
면목두산아파트4.5단지,bus
면목두산아파트4.5단지,bus
홈플러스면목동점,bus
홈플러스면목동점,bus
면목두산아파트2차,bus
면목두산아파트2차,bus
사가정역,bus
사가정역,bus
사가정시장,bus
사가정시장,bus
용마산교차로,bus
중화2동주민센터,bus
중화2동주민센터,bus
지하철7호선중화역3번출구,bus
지하철7호선중화역3번출구,bus
지하철7호선중화역2번출구,bus
지하철7호선중화역2번출구,bus
중흥초등학교,bus
중흥초등학교,bus
이화연립경동제일교회앞,bus
이화연립경동제일교회앞,bus
쌍용아파트신내테크노타운앞,bus
쌍용아파트신내테크노타운앞,bus
엘지아파트앞,bus
엘지아파트앞,bus
신현중학교,bus
신현중학교,bus
중랑구청,bus
중랑구청,bus
동성프라자앞,bus
동성프라자앞,bus
성원아파트경남아너스빌앞,bus
성원아파트경남아너스빌앞,bus
중랑구청사거리,bus
중랑구청사거리,bus
신내동성3차아파트,bus
신내동성1.2차아파트,bus
신내10단지아파트,bus
신내9단지아파트,bus
신내8단지아파트.서울의료원,bus
신내9단지아파트.서울의료원,bus
신내7단지아파트홈플러스,bus
신내7단지아파트홈플러스,bus
봉화초등학교,bus
봉화초등학교,bus
신내6단지아파트.옹기테마공원,bus
신내6단지,bus
신내6단지아파트.옹기테마공원,bus
신내우체국,bus
신내우체국,bus
구립도서관체육관,bus
구립도서관체육관,bus
신내4단지아파트,bus
신내4단지아파트,bus
지하철6호선화랑대역,bus
지하철6호선화랑대역,bus
봉화산역2번출구,bus
봉화산역3번출구,bus
중랑경찰서후문,bus
새우개마을,bus
신내능마을,bus
신내능마을,bus
신내교회.신내데시앙아파트,bus
신내교회.신내데시앙아파트,bus
신내초등학교,bus
신내새한아파트앞,bus
능산지하차도,bus
능산지하차도,bus
상봉터미널,bus
상봉터미널,bus
망우3동주민센터.혜원여중고후문,bus
망우3동주민센터.혜원여중고후문,bus
동원시장,bus
동원시장,bus
면목본동파출소,bus
면목본동파출소,bus
중화2동체육공원,bus
중화빗물펌프장,bus
중화2동새마을금고,bus
중화2동새마을금고,bus
중랑교동부시장,bus
중랑교동부시장,bus
아남리치카운티아파트,bus
망우동고개,bus
망우동고개,bus
망우금호어울림아파트,bus
망우동금호어울림아파트,bus
경남아파트,bus
서울특별시북부병원,bus
양원역입구,bus
양원역입구,bus
양원리,bus
양원리,bus
동서울교회,bus
동서울교회,bus
중랑공영차고지,bus
중랑공영차고지,bus
면목아남아파트,bus
중랑소방서,bus
세방아파트입구,bus
원묵고등학교,bus
먹골파출소.신안아파트입구,bus
먹골파출소.신안아파트입구,bus
신안2차아파트,bus
신안2차아파트입구,bus
중랑소방서,bus
송곡여고양원역,bus
송곡여고양원역,bus
풍진슈퍼,bus
풍진슈퍼,bus
이화미디어고.중랑숲어린이도서관,bus
이화미디어고.중랑숲어린이도서관,bus
금란교회,bus
금란교회,bus
망우사거리,bus
망우사거리,bus
국민은행망우동지점,bus
국민은행망우동지점,bus
신내6단지아파트,bus
이수아파트앞시장입구,bus
이수아파트앞시장입구,bus
묵동교,bus
묵동교,bus
동양쇼핑,bus
동양쇼핑,bus
우리은행,bus
하나은행,bus
한국아파트,bus
동구햇살아파트,bus
묵동명사약국,bus
묵동명사약국,bus
브라운캐슬,bus
두리마트,bus
먹골역입구,bus
먹골역입구,bus
묵2동주민센터,bus
묵2동주민센터,bus
금보당금은방,bus
금보당금은방,bus
신묵초등학교입구,bus
신묵초등학교중랑경찰서,bus
제일시장,bus
제일프라자,bus
신동신약국,bus
신동신약국,bus
중화역입구대원사약국,bus
중화역입구대원사입구,bus
태릉시장입구,bus
태릉프라자약국농협,bus
태릉시장입구굴다리,bus
우남푸르미아아파트,bus
우남푸르미아아파트,bus
신내초등학교,bus
신내초등학교,bus
경남아파트,bus
대명프라자,bus
건영아파트,bus
상봉1동주민센터,bus
상봉1동주민센터,bus
신내쌍용아파트,bus
신내쌍용아파트,bus
망우역,bus
중랑공영차고지.신내역,bus
서울특별시북부병원,bus
양원역,bus
성은교회앞,bus
해모로아파트앞,bus
먹골역,bus
먹골역,bus
중화2동체육공원,bus
태릉고등학교앞,bus
태릉고등학교.원묵초등학교,bus
태릉고등학교.원묵초등학교,bus
홈플러스면목동점,bus
망우역,bus
동부제일병원.망우리공원,bus
동부제일병원.망우리공원,bus
금란교회,bus
금란교회,bus
우림시장.망우사거리,bus
우림시장.망우사거리,bus
망우역.망우지구대,bus
망우역.망우지구대,bus
신내데시앙아파트후문,bus
신내데시앙아파트후문,bus
서울의료원후문,bus
서울의료원후문,bus
중화중학교삼거리,bus
새우개마을입구,bus
신내차량사업소입구,bus
용마산빌라,bus
능말입구,bus
능말입구,bus
신내역1번출구,bus
신내데시앙아파트,bus
중랑경찰서후문,bus
새솔초등학교,bus
우디안아파트220동앞,bus
우디안아파트220동앞,bus
새솔초등학교입구,bus
우디안아파트222동앞,bus
당너머,bus
당너머,bus
중랑경찰서정문.우디안101동앞,bus
신내우디안아파트107동앞,bus
신내우디안아파트107동앞,bus
중랑공영차고지.신내역,bus
신내10단지아파트,bus
중랑공영차고지삼거리,bus
사가정역,bus
우디안아파트114동앞,bus
우디안아파트114동앞,bus
브라운캐슬B동,bus
늘푸른근린공원,bus
늘푸른근린공원,bus
중랑역.동부시장1,bus
면목두산아파트2.3단지,bus
수협,bus
공판장,bus
면목지구대,bus
중화동종점,bus
정신교회,bus
마을금고,bus
한신아파트후문,bus
중랑초등학교정문,bus
면목2동치안센터,bus
면목역,bus
서울중앙외과,bus
태릉시장,bus
수협,bus
공판장,bus
마을금고,bus
정신교회,bus
중화동종점,bus
지하철7호선면목역,bus
진로아파트앞.종점,bus
진주빌라.바다약국,bus
진로아파트앞.종점,bus
새마을금고,bus
새마을금고,bus
진주빌라.바다약국,bus
중랑경찰서정문.우디안101동앞,bus
월곡뉴타운,bus
월곡뉴타운,bus
길음뉴타운,bus
길음뉴타운,bus
미아리고개.미아리예술극장,bus
미아리고개.미아리예술극장,bus
돈암사거리.성신여대입구,bus
돈암사거리.성신여대입구,bus
삼선교.한성대학교,bus
삼선교.한성대학교.조소앙활동터,bus
숭곡초교입구,bus
창문여고,bus
동방고개,bus
장위동그린빌아파트,bus
북서울꿈의숲,bus
장월초등학교,bus
국민대앞,bus
국민대앞,bus
국민대학교앞,bus
청덕초등학교,bus
청덕초교,bus
북악중학교,bus
고려대사범대학부속고등학교,bus
봉국사,bus
봉국사,bus
정릉2동주민센터,bus
정릉2동주민센터,bus
숭덕초교,bus
숭덕초교,bus
정릉길음시장,bus
정릉길음시장.길음뉴타운9단지,bus
돈암동삼성아파트입구,bus
길음역,bus
돈암1동주민센터,bus
돈암1동주민센터,bus
종암사거리,bus
KT월곡지사,bus
KT월곡지사,bus
종암SK아파트,bus
성북구보건소,bus
월곡역,bus
월곡역,bus
동덕여대앞,bus
한국과학기술연구원입구,bus
상월곡역,bus
월곡중학교,bus
월곡중학교,bus
새석관시장,bus
새석관시장,bus
돌곶이역,bus
돌곶이역,bus
장위동동원베네스트.온누리병원,bus
석관동주민센터,bus
석관동주민센터,bus
석계역굴다리앞,bus
석계역,bus
성가복지병원,bus
성가복지병원,bus
종암경찰서,bus
종암경찰서,bus
종암동주민센터,bus
종암동주민센터,bus
숭례초교,bus
숭례초등학교,bus
고대앞,bus
우신향병원,bus
안암오거리,bus
대광초교,bus
정릉북한산국립공원입구,bus
정릉산장아파트,bus
정릉대우아파트,bus
정릉4동주민센터.경국사,bus
정릉4동주민센터.경국사,bus
KEB.하나은행.정릉중앙지점,bus
KEB.하나은행.정릉중앙지점,bus
정릉시장입구,bus
정릉시장입구,bus
정릉우체국앞,bus
정릉우체국앞,bus
미아초교,bus
미아초교,bus
길음동동부아파트,bus
길음동동부아파트,bus
삼선동주민센터,bus
삼선동주민센터,bus
성북구청.성북경찰서,bus
성북구청.성북경찰서,bus
보문역,bus
보문역,bus
브라운호텔,bus
브라운호텔,bus
보문동주민센터,bus
보문동주민센터,bus
월계2교.참누리아파트,bus
월계2교,bus
광운초교앞,bus
광운초교,bus
장위3동주민센터,bus
장위3동주민센터,bus
장삼주유소,bus
장삼주유소,bus
장위사거리,bus
장위사거리,bus
석관중고등학교앞,bus
석관고등학교,bus
석관동코오롱아파트,bus
석관동코오롱아파트,bus
북서울꿈의숲,bus
북서울꿈의숲,bus
장곡초교앞,bus
장곡초교앞,bus
하나은행장위동지점,bus
하나은행장위동지점,bus
장위동원천주유소,bus
장위동원천주유소,bus
장위2동주민센터,bus
장위2동주민센터,bus
돌곶이역,bus
돌곶이역,bus
석관시장,bus
석관시장,bus
석관동새마을금고,bus
석관동새마을금고,bus
한국예술종합학교,bus
한국예술종합학교,bus
광운초교,bus
국민은행장위1동지점,bus
국민은행장위1동지점,bus
장위1동새마을금고,bus
장위1동새마을금고,bus
서울다원학교.한용운활동터,bus
동방문화대학원대학교,bus
동방문화대학원대학교,bus
성북구립미술관.쌍다리앞,bus
성북구립미술관.쌍다리앞,bus
성북초교.성북선잠박물관,bus
성북초교.성북선잠박물관,bus
홍익대부속중고등학교입구,bus
홍익대부속중고등학교입구,bus
경신중고입구,bus
경신중고입구,bus
성북동주민센터.동구마케팅고,bus
성북동주민센터.동구마케팅고,bus
삼선교.성북문화원,bus
삼선교.성북문화원,bus
길음시장,bus
길음시장,bus
길음역,bus
길음역,bus
미아사거리,bus
서경로꿈마루도서관앞,bus
길원초등학교입구,bus
길원초등학교입구,bus
열매교회,bus
열매교회,bus
정릉동동아아파트,bus
정릉동태영아파트,bus
숭덕초교,bus
성북생태체험관,bus
정릉초교,bus
정릉동풍림상가앞,bus
정릉동풍림상가앞,bus
정릉동풍림아파트.청소년문화의집,bus
정릉입구,bus
정릉입구,bus
아리랑고개.아리랑시네미디어센터,bus
아리랑고개.아리랑시네미디어센터,bus
돈암2동주민센터입구.흥천사,bus
돈암2동주민센터입구.흥천사,bus
성신여대입구역,bus
성신여대입구역,bus
한국과학기술연구원입구,bus
대농빌라앞,bus
월곡샹그레빌아파트,bus
장위동고개,bus
장위동고개,bus
장위1동주민센터,bus
장위1동주민센터,bus
장위1동치안센터,bus
장위1동치안센터,bus
국민은행장위동지점,bus
국민은행장위동지점,bus
월곡1동주민센터,bus
월곡1동주민센터,bus
밤나무골시장,bus
월곡삼성래미안아파트,bus
월곡동두산아파트,bus
월곡동두산아파트,bus
생명의전화,bus
생명의전화,bus
장곡초교,bus
장곡초교,bus
보문역,bus
보문역,bus
안암동주민센터,bus
안암동주민센터,bus
고려대이공대.고대병원,bus
고려대이공대.고대병원,bus
안암역,bus
안암전철역,bus
안암오거리,bus
개운사입구,bus
돈암시장입구,bus
돈암시장입구,bus
성북구청,bus
성북구청,bus
보문2교,bus
보문2교,bus
성신여대후문,bus
성신여대후문,bus
용문중고교,bus
안암초교,bus
안암초교,bus
돈암초교입구,bus
정릉3동주민센터앞,bus
정릉3동주민센터앞,bus
삼덕단지앞,bus
삼덕단지앞,bus
솔샘사거리,bus
솔샘사거리,bus
보문역,bus
성북우체국현대백화점,bus
정릉동풍림아파트,bus
현대백화점,bus
돈암동일신건영휴먼빌아파트,bus
석계역,bus
석계역,bus
월곡2SH빌아파트,bus
석관고등학교후문,bus
길음역,bus
정릉풍림아파트.청소년문화의집,bus
석계역굴다리앞,bus
석계역,bus
상진운수종점,bus
상진운수종점,bus
대진여객차고지,bus
정릉북한산국립공원입구,bus
성북생태체험관,bus
정릉초교,bus
월곡중학교,bus
508단지장터앞,bus
508단지입구,bus
산장빌라,bus
산장빌라,bus
교수단지,bus
우방아파트,bus
일신건영아파트.꿈에그린아파트,bus
돈암힐스테이트.코오롱하늘채,bus
돈암동일신건영휴먼빌아파트,bus
구민회관입구,bus
508단지입구,bus
스카이힐스,bus
508단지장터앞,bus
대일외고서경대정문,bus
서경대본관,bus
서경대본관,bus
미화약국.길음뉴타운8단지,bus
미화약국.길음뉴타운8단지,bus
서경로꿈마루도서관앞,bus
국민커뮤니티센터,bus
정릉연립,bus
국민대후문,bus
국민대후문,bus
고려대사범대학부속고등학교.후문,bus
고려대사범대학부속고등학교.후문,bus
월곡래미안루나밸리,bus
서경대정문앞,bus
홀리데이인성북,bus
북서울꿈의숲,bus
신종월교,bus
길음뉴타운10단지.라온유아파트,bus
월곡동신아파트,bus
숭곡초교후문,bus
월곡아남아파트,bus
창문여고,bus
돌곶이역8번출구,bus
성북참노인전문병원,bus
고려대역.숭례초교,bus
풍림아파트삼거리,bus
한성대입구역,bus
용문중고교,bus
서울다원학교.한용운활동터,bus
일신건영아파트.꿈에그린아파트,bus
장위동입구,bus
북한산보국문역2번출구,bus
북한산보국문역1번출구,bus
돈암힐스테이트.코오롱하늘채,bus
고려아파트,bus
KEB하나은행.오렌지마트,bus
삼선초교,bus
한양슈퍼앞,bus
대우APT211동,bus
구민회관201동앞,bus
돈암지구대.현대아파트,bus
선경아파트,bus
해병대전우회,bus
죽림정사,bus
나약국,bus
동아아파트,bus
월곡인조잔디구장,bus
대우APT정문.대림APT후문,bus
성신여대정문앞,bus
법화사,bus
이수아파트.한신휴아파트입구,bus
극동아파트정문,bus
고려대법과대학입구,bus
삼성래미안2차APT,bus
월곡1동노인정,bus
정수초교,bus
홈마트,bus
극동아파트후문,bus
고려대안암학사,bus
통일교회,bus
장위1동치안센터,bus
소망슈퍼,bus
월곡청소년센터,bus
초림빌라,bus
대림상가앞,bus
현대아파트앞,bus
산장아파트,bus
그린빌라,bus
삼선시장앞,bus
종암아이파크2차정문,bus
고려대아이스링크,bus
그린마트,bus
장위천주교앞,bus
동덕여대후문,bus
대림APT정문,bus
래미안821동앞,bus
정수빌라,bus
슈퍼앞,bus
한성대전철역입구,bus
정덕초교입구.이수아파트,bus
현대홈마트,bus
성북구의회,bus
종암아이파크2차후문,bus
장위시장,bus
두산아파트후문,bus
그린빌라,bus
돈암지구대.현대아파트,bus
개운중학교,bus
성북노인정입구,bus
어해랑앞.구수진약국,bus
자산약국.월곡전철역입구.6호선,bus
동부아파트.샘물교회앞,bus
수녀원,bus
정수초교,bus
고려대이공대,bus
삼선교.한성대입구역,bus
한신103동앞,bus
돈암신일해피트리아파트,bus
통일교회,bus
풍림아파트.성신초교,bus
한미약국,bus
세광빌라,bus
고려슈퍼,bus
생명의전화,bus
삼거리슈퍼,bus
고대병원,bus
풍림106동,bus
성북노인정입구,bus
장위3동주민센터,bus
관문약국,bus
영훈중.고후문,bus
길음시장앞,bus
구.정릉3동주민센터,bus
안암역,bus
지하철4호선한성대역,bus
참누리아파트,bus
삼선교.성북문화원,bus
고명중고교,bus
삼선동주민센터,bus
장위119안전센터,bus
우리랜드사우나,bus
미아사거리전철역,bus
길음시장입구,bus
패밀리마트,bus
고대사거리,bus
하이마트,bus
한진207동앞,bus
한진202동앞,bus
삼선교역2번출구,bus
삼선교제1시장,bus
한진204동앞,bus
개운초등학교,bus
한신105동앞,bus
석관1동주민센터,bus
브라운스톤,bus
양광교회.죽림정사앞,bus
그린마트,bus
세레네티.래미안,bus
꿈의숲대명루첸아파트,bus
래미안610동앞,bus
성북세무서앞,bus
수보약국,bus
종암로한진택배,bus
고려대법과대학입구,bus
종암중학교,bus
고려대안암학사,bus
쌍다리,bus
선경아파트,bus
녹십자약국,bus
삼선교제2시장,bus
종암래미안,bus
힐스테이트,bus
현대백화점,bus
래미안609동앞,bus
오렌지마트,bus
정릉시장입구,bus
용광교회,bus
삼영탕앞,bus
성북세무서앞,bus
종암아이파크1차정문,bus
우성APT정문,bus
석관1동주민센터,bus
현대자동차길음지점,bus
래미안501동앞,bus
종암중학교,bus
양씨가게앞,bus
성북세무서앞,bus
본교회앞,bus
성북소방서,bus
장위119안전센터,bus
길음전철역,bus
길음1동주민센터.길음중앙새마을금고앞,bus
슈퍼앞,bus
한성대삼거리,bus
고려삼계탕,bus
종암아이파크1차정문,bus
돈암힐스테이트.코오롱하늘채,bus
고려슈퍼,bus
장위3동주민센터,bus
새생명교회,bus
새생명교회,bus
노인정,bus
하트마트편의점,bus
법화사,bus
고려대아이스링크,bus
극동아파트정문,bus
범양APT입구,bus
장위1동노인정,bus
성북구의회,bus
극동아파트후문,bus
동구마케팅고후문,bus
대우APT정문.대림APT후문앞,bus
삼선초교,bus
태광빌라,bus
팔각정,bus
개운중학교,bus
종암아이파크2차정문,bus
한양슈퍼앞,bus
한신113동앞,bus
삼선노인정,bus
길음역,bus
우리랜드사우나,bus
대우APT211동앞,bus
누구나교회,bus
풍림아파트.성신초교,bus
용광교회,bus
현대홈마트,bus
구민회관201동앞,bus
국민은행동소문동점,bus
경동고앞,bus
힐스테이트입구,bus
관문약국,bus
월곡중학교,bus
쌍다리,bus
삼선교,bus
풍림아파트,bus
현대백화점별관주차장,bus
낙산삼거리,bus
세광빌라,bus
꿈의숲코오롱하늘채아파트,bus
어해랑앞.구수진약국,bus
두산아파트,bus
고대병원,bus
한신301동앞,bus
한신103동앞,bus
경동고입구,bus
성북소방서,bus
장위시장,bus
월곡초교,bus
생명의전화로터리,bus
정릉시장입구.정릉약국,bus
고명중고교,bus
창신쌍용2단지.한성대후문,bus
종암아이파크1차정문,bus
돈암시장,bus
월곡중학교입구,bus
브라운스톤,bus
자산약국.월곡전철역입구.6호선,bus
명신초.삼선푸르지오.힐스테이트,bus
수보약국,bus
동아아파트정문앞,bus
빙그레슈퍼,bus
슈퍼앞,bus
종암래미안,bus
쌍용APT,bus
죽림정사앞,bus
대동슈퍼,bus
장위천주교앞,bus
월곡로데오거리,bus
소망슈퍼,bus
나약국,bus
우성APT정문,bus
월곡시장.동덕여대오거리,bus
개운초등학교,bus
패밀리마트,bus
월곡초등학교후문,bus
수녀원입구,bus
낙산삼거리,bus
돈암2동주민센터,bus
한신113동앞,bus
삼선푸르지오APT앞,bus
한신105동앞,bus
한신108동앞,bus
스카이프라자앞.111동앞,bus
스카이프라자앞.111동,bus
한신108동앞,bus
삼선시장,bus
돈암초등학교,bus
한성대정문,bus
한성대입구3거리,bus
홈마트,bus
성신여대입구역,bus
한진206동앞,bus
돈암힐스테이트.코오롱하늘채,bus
한진207동앞,bus
용문중고교,bus
일신휴먼빌.우정아파트,bus
중앙하이츠정문,bus
중앙하이츠후문,bus
중앙하이츠후문,bus
중앙하이츠정문,bus
정릉2동주민센터,bus
산림초소,bus
넓은마당,bus
도광사,bus
도광사,bus
넓은마당,bus
정릉4동종점,bus
산장아파트,bus
4호선성신여대역,bus
길음전철역,bus
길음시장입구,bus
길음역출구,bus
신안APT.길음초등학교,bus
종암아이파크2차후문,bus
성가복지병원앞,bus
월곡1동주민센터,bus
상월곡역,bus
