stop_name,type
미동초등학교,bus
서대문사거리,bus
종근당,bus
인창중고,bus
미동초등학교,bus
인창중고,bus
산경아파트,bus
천연동마을금고,bus
뜨란채아파트.노인복지관,bus
육교앞,bus
천주교,bus
극동아파트입구,bus
서대문센트레빌,bus
독립문,bus
경남아파트,bus
능안로입구,bus
경남아파트,bus
북아현삼거리,bus
금화장오거리,bus
금화장오거리,bus
이대농협,bus
신촌자이엘라,bus
이대입구,bus
신촌기차역,bus
이대전철역,bus
연대앞.세브란스병원,bus
궁동근린공원회관,bus
서대문지역자활센터,bus
국민은행,bus
브라운스톤우정,bus
구종점,bus
서대문구청,bus
연희성당,bus
국민은행,bus
가산빌라,bus
그랜드힐튼호텔,bus
남양아파트,bus
송죽원,bus
평화슈퍼,bus
홍제우체국,bus
개미마을,bus
개미마을,bus
삼거리연탄가게,bus
유진상가다리앞,bus
인왕시장떡집앞,bus
삼거리연탄.약수터입구,bus
홍지문35통,bus
인왕산현대아파트117동,bus
인왕산현대아파트117동,bus
인왕산현대아파트입구,bus
반석블레스아파트,bus
홍은사거리,bus
홍은동국민주택,bus
백련사,bus
소공원,bus
명지고후문,bus
백련사,bus
명지고후문,bus
하나로마트.동신병원,bus
남가좌동아이파크후문,bus
남가좌동아이파크정문,bus
아트레온,bus
정원슈퍼,bus
홍은사회복지관별관,bus
서강아파트1차정문앞,bus
신촌전철역,bus
홍제초등학교,bus
가재울초등학교,bus
대명빌라,bus
인왕시장,bus
홍은유원아파트입구,bus
동원베네스트아파트입구,bus
연희상가아파트,bus
봉원사입구,bus
마포역,bus
마포역,bus
공덕역,bus
공덕역,bus
아현동주민센터,bus
아현동주민센터,bus
마포경찰서,bus
마포경찰서,bus
아현초등학교,bus
아현초등학교,bus
마포구청.성산자동차검사소,bus
마포구청,bus
마포농수산물시장.월드컵공원,bus
월드컵경기장남측.월드컵공원,bus
월드컵경기장서측.문화비축기지,bus
월드컵경기장서측.문화비축기지,bus
월드컵파크3단지.난지천공원,bus
월드컵파크3단지.난지천공원,bus
서부면허시험장,bus
서부면허시험장,bus
DMC첨단산업센터,bus
DMC첨단산업센터,bus
월드컵공원입구.문화비축기지입구,bus
월드컵파크3단지정문,bus
월드컵파크2단지.에스플렉스센터,bus
월드컵파크2단지.에스플렉스센터,bus
합정역,bus
합정역,bus
서울화력발전소입구,bus
서울화력발전소입구,bus
상수역,bus
상수역,bus
서강초등학교,bus
서강초등학교,bus
광흥창역,bus
광흥창역,bus
광흥창역,bus
마포세무서,bus
마포역,bus
공덕역.공덕시장,bus
공덕시장,bus
신덕성결교회,bus
신덕성결교회,bus
한겨레신문사,bus
한겨레신문사,bus
공덕오거리,bus
공덕오거리,bus
용마루고개.신공덕삼성아파트,bus
서울대동창회관,bus
공덕역,bus
도화동현대아파트,bus
도화동현대아파트,bus
중동초등학교,bus
중동초등학교,bus
성산2동주민센터,bus
성산2동주민센터,bus
성산119안전센터,bus
성산119안전센터,bus
성산아파트,bus
성산아파트,bus
상암휴먼시아아파트,bus
상암휴먼시아아파트,bus
상암초등학교,bus
상암초등학교,bus
신촌로터리,bus
신촌로터리,bus
서강대학교,bus
서강대학교,bus
광성중고등학교,bus
광성중고등학교,bus
대흥역,bus
대흥역,bus
용강초등학교,bus
동도중학교.서울디자인고등학교,bus
동도중학교.서울디자인고등학교,bus
공덕역2번출구,bus
공덕역1번출구,bus
서서울농협홍대역점,bus
동교로사거리,bus
성산2교,bus
성산2교,bus
성미약수터,bus
성미약수터,bus
경성중고.홍대부속여중고입구,bus
경성중고.홍대부속여중고입구,bus
경성중고.홍대부속여중고입구,bus
서울도시가스마포사옥,bus
서울도시가스마포사옥,bus
마포구청역,bus
마포구청역,bus
마포중앙도서관,bus
마포중앙도서관,bus
성산2교,bus
성산2교,bus
광흥창역.서강동주민센터,bus
광흥창역.서강동주민센터,bus
창전현대홈타운,bus
창전현대홈타운,bus
신촌로터리,bus
신촌로터리,bus
이화여대입구,bus
이화여대입구,bus
이화여대입구,bus
대흥교회,bus
대흥교회,bus
서강대학교후문,bus
굴레방다리.아현역,bus
양화진성지공원입구,bus
홀트아동복지회,bus
합정역,bus
합정역,bus
홍대입구역,bus
홍대입구역,bus
연남동,bus
신촌역,bus
극동방송,bus
극동방송,bus
홍익대학교,bus
홍익대학교,bus
산울림소극장,bus
산울림소극장,bus
신수중학교,bus
신수중학교,bus
신수동주민센터,bus
한국출판콘텐츠센터,bus
용강동주민센터,bus
용강동주민센터,bus
용강동입구,bus
마포대교입구,bus
메세나폴리스,bus
마포한강푸르지오,bus
성산초등학교입구,bus
성산초등학교입구,bus
기업은행서교동지점(최규하대통령가옥),bus
기업은행서교동지점(최규하대통령가옥),bus
망원시장.망원동월드컵시장입구,bus
망원시장.망원동월드컵시장입구,bus
마포구청역입구,bus
마포구청역입구,bus
성서초등학교,bus
성서초등학교,bus
미원아파트입구,bus
미원아파트입구,bus
망원2동주민센터,bus
망원2동주민센터,bus
청기와빌라,bus
청기와빌라,bus
망원정입구,bus
성산초등학교,bus
서서울농협,bus
서서울농협,bus
망원1동주민센터,bus
망원1동주민센터,bus
동교초등학교,bus
동교초등학교,bus
월드컵파크7단지,bus
월드컵파크7단지,bus
월드컵경기장북측,bus
월드컵경기장북측,bus
경성중고.홍대부속여중고입구,bus
삼진제약,bus
홍대입구역사거리,bus
상암DMC홍보관.YTN,bus
상암DMC홍보관.YTN,bus
월드컵파크5단지.상암중고등학교입구,bus
월드컵파크5단지,bus
상암DMC입구,bus
상암고등학교,bus
월드컵파크3단지후문,bus
마포아트센터,bus
월드컵파크4단지후문,bus
디지털미디어시티역2번출구,bus
월드컵파크4단지후문,bus
누리꿈스퀘어.MBC,bus
월드메르디앙아파트,bus
월드메르디앙아파트,bus
한강밤섬자이아파트,bus
한강밤섬자이아파트,bus
서강해모로아파트,bus
서강해모로아파트,bus
서교동주민센터.마포신문사,bus
TGI사거리,bus
월드컵경기장북측,bus
강변한신코아,bus
새서울의원,bus
마포역,bus
월드컵경기장입구,bus
월드컵경기장입구,bus
월드컵파크7단지,bus
월드컵파크7단지,bus
상암동입구,bus
상암동입구,bus
상암월드컵파크5단지,bus
상암월드컵파크5단지,bus
월드컵공원입구.문화비축기지입구,bus
이대역,bus
합정역,bus
서교동,bus
홍대입구역,bus
동교동삼거리,bus
신촌오거리.현대백화점,bus
신촌오거리.2호선신촌역,bus
이대역,bus
신촌오거리.2호선신촌역,bus
신촌오거리.현대백화점,bus
동교동삼거리,bus
홍대입구역,bus
서교동,bus
합정역,bus
디지털미디어시티역,bus
난지한강공원,bus
난지한강공원,bus
월드컵파크9.10.11.12단지,bus
월드컵파크9.10.11.12단지,bus
수색교,bus
월드컵파크10단지,bus
하늘초등학교,bus
월드컵파크11.12단지,bus
수색교,bus
월드컵아이파크,bus
월드컵아이파크,bus
성산자동차학원,bus
성산자동차학원,bus
중동현대아파트,bus
중동현대아파트,bus
청구아파트.참누리아파트,bus
청구아파트.참누리아파트,bus
디지털미디어시티역,bus
디지털미디어시티역,bus
공항철도디지털미디어시티역,bus
공항철도디지털미디어시티역,bus
SBS.YTN,bus
SBS.YTN,bus
DMC첨단산업센터,bus
DMC첨단산업센터,bus
신촌전철역.그랜드마트,bus
스탠포드호텔,bus
스탠포드호텔,bus
합정역,bus
상암동주민센터앞,bus
공덕역10번출구,bus
공덕역10번출구,bus
마포자이2차아파트.대흥역,bus
아현동가구단지,bus
웨딩타운,bus
웨딩타운,bus
아현역,bus
아현역,bus
성산동,bus
월드컵파크4단지,bus
중앙잔디광장,bus
노을공원입구(난지미술창작스튜디오),bus
난지천공원,bus
난지천공원다목적구장,bus
노을공원입구(난지미술창작스튜디오),bus
난지한강공원(야구장),bus
월드컵경기장역,bus
마포구청.농수산물시장,bus
난지천공원다목적구장,bus
홍대입구,bus
가좌역1번출구,bus
가좌역,bus
MBC,bus
월드컵파크4단지,bus
상암중학교,bus
서울산업진흥원.국악방송,bus
우리기술사옥.한국지역정보개발원,bus
DMC빌,bus
우리금융상암센터.DMC빌,bus
스탠포드호텔,bus
우리기술사옥.한국지역정보개발원,bus
전자회관,bus
상암중학교,bus
월드컵파크6단지,bus
YTN뉴스퀘어.CJE&M,bus
태양빌딩,bus
다운교회,bus
다운교회,bus
코오롱아파트106동앞,bus
가든호텔.삼성프라자,bus
우성아파트3동,bus
대상아파트,bus
창전삼성아파트107동,bus
서강유치원,bus
삼익아파트입구,bus
용약국,bus
한이맨션,bus
코오롱아파트104동앞,bus
돼지슈퍼,bus
하나님의교회,bus
홍익유치원,bus
창전삼성아파트104동,bus
유관순무용원,bus
신수경남아파트,bus
서일빌딩,bus
코오롱아파트사거리,bus
신일약국,bus
S마트,bus
동교초등학교,bus
창전삼성아파트입구,bus
와우공원입구,bus
마포소방서,bus
광흥창역.서강동주민센터,bus
마포농수산물시장.월드컵경기장,bus
당인리발전소,bus
경성고교입구,bus
대룡빌딩,bus
열린마트,bus
열린마트,bus
금호태영아파트,bus
서강수협.신수중학교,bus
용강초등학교,bus
마포구청.마포구청역,bus
당인리발전소후문,bus
마포FM,bus
연남동주민센터,bus
도화현대1차아파트111동앞,bus
성원아파트,bus
한국출판콘텐츠센터,bus
서울여자중고등학교,bus
월드컵경기장역,bus
상수동,bus
에덴지우아파트,bus
도화현대1차아파트,bus
망원유수지.마포구민체육센터,bus
신수현대아파트.래미안웰스트림,bus
염리삼성아파트,bus
망원우체국,bus
상수역,bus
코오롱아파트사거리,bus
비뉴,bus
굴다리시장,bus
신석초등학교,bus
일성여자중고등학교,bus
망원전철역,bus
상수두산아파트,bus
경성중고후문,bus
하모니마트사거리,bus
하나님의교회,bus
중동초등학교,bus
대흥태영아파트,bus
용강동주민센터,bus
마포현대아파트,bus
성산초등학교,bus
경의선숲길공원입구,bus
대명아파트,bus
환일고등학교,bus
가구단지,bus
하모니마트,bus
성모병원사거리,bus
창전삼성아파트입구,bus
대흥세양아파트,bus
마포전철역,bus
공덕삼성3차아파트후문,bus
고니빌딩,bus
서강쌍용아파트.광흥창역,bus
원효초등학교,bus
새서울의원,bus
창전삼성아파트104동,bus
산울림포스트극장,bus
국민건강보험공단.마포자이아파트,bus
성지빌딩,bus
엘지빌딩,bus
서교동주민센터,bus
한강타운.우성아파트16동앞,bus
창전삼성아파트107동,bus
와우공원입구,bus
염리초등학교,bus
염리초등학교,bus
마포노인복지관,bus
공덕동주민센터,bus
청암대,bus
성서초등학교,bus
창전삼성아파트109동,bus
유관순무용원,bus
중부여성발전센터,bus
국민건강보험공단,bus
공덕전철역,bus
홍대입구역사거리,bus
창전현대홈타운,bus
삼우빌딩,bus
합정역,bus
희성교회,bus
서강유치원,bus
마포전철역,bus
한국컴퓨터,bus
신촌연세병원.기업은행,bus
공덕동성당,bus
우리은행서교동지점,bus
홍대후문,bus
대흥태영아파트,bus
서부지원,bus
세븐일레븐,bus
신석초등학교,bus
굴다리시장,bus
서교동주민센터,bus
교보생명,bus
샛별문방구.마포전철역,bus
서교푸르지오아파트,bus
신수현대아파트.래미안웰스트림,bus
마포세무서,bus
도화현대1차아파트111동앞,bus
홍대정문,bus
한국출판콘텐츠센터,bus
신수세양아파트,bus
서교동교회,bus
애오개역,bus
로데오거리,bus
서강수협.신수중학교,bus
숭문중고등학교후문,bus
로데오거리,bus
웨딩타운,bus
가든호텔.삼성프라자,bus
희성교회,bus
화신경로당,bus
홍대정문,bus
아현전철역,bus
성서초등학교,bus
마포소방서,bus
홍대정문,bus
산울림포스트극장,bus
사천고가앞,bus
경성중고사거리,bus
서교푸르지오아파트,bus
경의선숲길공원입구,bus
우성아파트입구,bus
성미약수터,bus
경성중고후문,bus
우성아파트3동,bus
하모니마트,bus
성모병원사거리,bus
코오롱아파트사거리,bus
중동초등학교,bus
신한은행서교동금융센터점,bus
경성중고.홍익디자인고,bus
망원1동파출소,bus
대우미래사랑아파트,bus
효성약국,bus
성산시영아파트,bus
한국해양전략연구소,bus
망원유수지.마포구민체육센터,bus
서교동주민센터,bus
창전삼성아파트,bus
새화빌딩,bus
이랜드,bus
임오빌딩,bus
우리은행서교동지점,bus
서강쌍용아파트.광흥창역,bus
동교로사거리,bus
동교초등학교,bus
망원전철역,bus
서교동주민센터,bus
서강초등학교,bus
홍익유치원,bus
KBS미디어센터,bus
망원우체국,bus
홍대후문,bus
대상아파트,bus
상수역,bus
동원데자뷰아파트,bus
하나은행망원동지점,bus
로데오거리,bus
합정동,bus
당인리발전소,bus
서일빌딩,bus
성우맨션,bus
월드컵경기장역,bus
우성아파트입구,bus
망원교회,bus
산울림포스트극장,bus
월드컵파크7단지,bus
용산성당.현대홈타운,bus
만물사부동산,bus
아현전철역,bus
한겨레신문사,bus
마포경찰서,bus
아현동주민센터,bus
공덕전철역,bus
도화현대1차아파트단지내,bus
S마트,bus
대흥역,bus
대흥역사거리,bus
동도중학교.서울디지인고등학교,bus
이대전철역,bus
이대전철역,bus
신촌전철역.그랜드마트,bus
신수동성당.신수동주민센터,bus
마포세무서,bus
신수동성당.신수동주민센터,bus
광흥창역.서강동주민센터,bus
이랜드,bus
창전삼성아파트110동,bus
서강초등학교,bus
우리은행서교동지점,bus
서교동주민센터.마포신문사,bus
동교로사거리,bus
동교로사거리,bus
서교동주민센터.마포신문사,bus
성산초등학교,bus
서교동교회,bus
동교로사거리,bus
경의선책거리.산울림소극장,bus
신촌한의원,bus
홍대입구역,bus
신촌전철역.그랜드마트,bus
남경장,bus
성원아파트,bus
동교초등학교,bus
하나은행망원동지점,bus
망원시장,bus
화평교회,bus
망원오거리.부대앞,bus
망원오거리.부대앞,bus
화평교회,bus
망원교회,bus
마포16번종점,bus
마포16번종점,bus
성원아파트,bus
망원동월드컵시장,bus
동교초등학교,bus
경성중고.홍익디자인고,bus
사천고가앞,bus
청원빌딩,bus
경성중고사거리,bus
월드컵경기장역,bus
마포구청.마포구청역,bus
성산2동주민센터,bus
난지천공원,bus
월드컵파크3단지,bus
월드컵파크2단지,bus
복지마트,bus
복지마트,bus
아현고개,bus
세븐일레븐,bus
기업은행.신촌연세병원,bus
신촌농협.하나로마트,bus
신촌전철역.그랜드마트,bus
만리동고개,bus
망원유수지.마포구민체육센터,bus
양화진성지,bus
서부수도사업소,bus
도화현대1차아파트,bus
난지천공원,bus
공덕역10번출구,bus
공덕역10번출구,bus
웨딩타운,bus
상지초등학교,bus
상지초등학교,bus
망원1동파출소,bus
삼진제약,bus
공덕시장,bus
서부면허시험장.월드컵파크8단지,bus
서부면허시험장.월드컵파크8단지,bus
창전중앙하이츠아파트,bus
홍대입구역,bus
홍대입구역,bus
아현전철역,bus
샛별문방구.마포전철역,bus
청암대,bus
동원데자뷰아파트,bus
창전삼성아파트109동,bus
홍대후문,bus
신촌수정탕,bus
한강공원입구,bus
창전어린이공원,bus
창전어린이공원,bus
아현초등학교,bus
와우산로오거리,bus
홍익병원목동관,bus
금호어울림.대원칸타빌아파트,bus
목동3단지,bus
영도초등학교,bus
신목중학교.목동2단지후문,bus
목동2단지,bus
목동3단지,bus
목동4단지.목동종합운동장,bus
목동3.4단지사잇길,bus
목동사거리,bus
영도중.강서고입구.기아양서대리점,bus
목동시장.대일고교.배광교회,bus
신목중학교,bus
목동3단지,bus
금호어울림.대원칸타빌아파트,bus
신목동역2번출구,bus
신목동역1번출구,bus
목동성원아파트,bus
목3동주민센터.현대아이파크.실로암안과,bus
목3동시장.강서도서관,bus
월촌초등학교,bus
월촌초등학교,bus
목원초등학교.서울지방식품의약품안전청,bus
신목동역,bus
목동한신청구아파트,bus
목동한신청구아파트,bus
목동1.2단지사잇길,bus
월촌중학교,bus
목동YMCA.서울에너지공사,bus
목동YMCA.서울에너지공사,bus
목동5단지C상가.목동운동장북문,bus
파리공원,bus
목동5단지B상가.목5동주민센터,bus
목동이대병원.목동6단지앞,bus
목동아파트601동앞.이대병원,bus
목동아파트5.6단지사잇길,bus
양정고등학교,bus
목1동주민센터,bus
목동역.홍익병원,bus
CBS방송국,bus
목운초등학교.목운중학교,bus
목동7단지,bus
목운초등학교.목운중학교,bus
목동운동장남문.야구장.아이스링크,bus
목동역.목동7단지,bus
목동대학학원,bus
오목교역.동신한방병원,bus
갈산초등학교정문,bus
오목교역.청학스포츠타운,bus
새마을금고,bus
신정2동주민센터,bus
오목교역.동신한방병원,bus
신목초등학교입구,bus
목동14단지상가,bus
현대아파트정문,bus
현대아파트정문,bus
삼성아파트정문,bus
삼성아파트후문,bus
현대아파트후문,bus
목동14단지C상가앞,bus
목일중학교,bus
목동13단지,bus
목동14단지,bus
신트리공원,bus
목동12.13단지사잇길,bus
목동12.13단지사잇길,bus
신목초등학교입구,bus
목동14단지관리사무소앞,bus
목동11단지,bus
목동14단지관리사무소앞,bus
양천구청역,bus
양천공원,bus
양천구청,bus
양천구민체육센터.양천일자리센터,bus
목동12단지,bus
갈산초등학교정문,bus
갈산초등학교후문,bus
갈산초등학교후문,bus
은정초등학교,bus
은정초등학교,bus
목동우성아파트,bus
목동우성아파트,bus
양천아파트,bus
봉영여중.목동고,bus
봉영여중.목동고,bus
봉영여중.목동고,bus
양천노인종합복지관,bus
양천구청역,bus
양천아파트,bus
신정사거리,bus
신정네거리역,bus
동방아파트,bus
동방아파트.신월종합사회복지관,bus
신곡시장.금빛새마을금고,bus
신곡시장.금빛새마을금고,bus
신한은행신월동지점,bus
신한은행신월동지점,bus
양강중학교,bus
신월2동주민센터입구,bus
강서초등학교,bus
한빛종합사회복지관,bus
신월동남부주유소,bus
신월2동우체국,bus
신트리사거리,bus
신트리아파트,bus
정랑고개.양천벤처타운,bus
신정학마을아파트,bus
양천고등학교,bus
계남초등학교,bus
목동아파트11단지(1117동),bus
양명초교.신서중,bus
신트리공원.목동아파트11단지,bus
목동10단지상가,bus
양천문화회관.양천일자리센터,bus
목동10단지농협,bus
신서초등학교,bus
신정1동우체국,bus
우리은행신정동지점,bus
목동프라자,bus
목동10단지,bus
신정네거리역,bus
신정네거리역,bus
길훈로즈빌아파트,bus
하이스트학원.종로학원,bus
목동역,bus
목동8단지지하도,bus
양천구청.양천보건소,bus
목동8단지,bus
진명여고,bus
서울남부지방법원.서울남부지방검찰청,bus
서울남부지방법원.서울남부지방검찰청,bus
오목교역.청학스포츠타운,bus
현대아이파크아파트,bus
목동중학교.서울출입국관리사무소,bus
목동대학학원,bus
목동역.목동7단지,bus
제일은행앞,bus
서울남부지방법원.서울남부지방검찰청,bus
목동중학교,bus
진명여고,bus
우리은행신정동지점,bus
목동역.목동오거리,bus
신서고등학교.영상고등학교입구,bus
신정역(은행정).신정4동주민센터,bus
신정1동우체국,bus
서울남부지방법원.서울남부지방검찰청,bus
신정네거리역,bus
신서고등학교.영상고등학교앞,bus
제일여성병원,bus
신정4동경서농협,bus
목동역.홍익병원,bus
목동역.목동오거리,bus
신서고교.영상고교입구,bus
신정역(은행정).신정4동주민센터,bus
양강중학교,bus
신월문화체육센터,bus
신월동우성상가,bus
중부운수앞,bus
신월문화체육센터,bus
신월동우성상가,bus
국립과학수사연구소입구,bus
신안파크아파트후문,bus
신안파크아파트후문,bus
국립과학수사연구소.고강동종점,bus
신정1동주민센터,bus
신정네거리역,bus
신트리아파트,bus
정랑고개.양천벤처타운,bus
서부트럭터미널.신정동일하이빌아파트,bus
강신중학교,bus
남명초교.신정3동주민센터,bus
금옥중.금옥여고.백암고등학교,bus
양강중학교,bus
양강중학교,bus
신월2동주민센터입구.경창전통시장,bus
강서초등학교,bus
한빛종합사회복지관,bus
과학수사연구소입구,bus
서부트럭터미널.신정동일하이빌아파트,bus
신정동현대아파트,bus
넓은들공원,bus
넓은들공원,bus
신정현대아파트,bus
신정숲속마을아파트,bus
신정숲속마을아파트.댓골마을입구,bus
푸른마을2단지아파트,bus
푸른마을2단지아파트,bus
신월시영아파트.강월초등학교,bus
신월시영아파트.강월초등학교,bus
강월초교입구사거리,bus
강월초교입구사거리,bus
금실어린이공원,bus
금실어린이공원,bus
강신중학교,bus
양서중학교,bus
신월1동주민센터.신월보건지소,bus
신월3동주민센터.신월3동우체국,bus
서부여성발전센터,bus
가로공원공영주차장.신영시장,bus
국민은행신월동지점,bus
서서울호수공원,bus
서서울호수공원,bus
하나은행신월동지점,bus
가로공원공영주차장,bus
양원초교.광영여고,bus
국민은행신월동지점,bus
메디힐병원,bus
신화중학교,bus
신월5동주민센터.신월중학교,bus
신월5동주민센터.신월중학교,bus
신월중학교입구,bus
신월중학교입구,bus
광영고.신동아파밀리에아파트,bus
서울금융고등학교,bus
신화중학교,bus
경창빌딩,bus
신월시영아파트중문,bus
신월시영아파트중문,bus
목원초등학교.서울지방식품의약품안전청,bus
양천노인종합복지관,bus
양명초등학교,bus
신목동역-서울지방식품의약품안전청,bus
목동파라곤,bus
트럭터미널주유소앞,bus
대일관광고.푸른마을3단지,bus
대일관광고.푸른마을3단지,bus
신정현대아파트,bus
신월문화체육센터,bus
목동아파트1102동앞,bus
트럭터미널주유소앞,bus
목동아파트1434동앞,bus
신월동기점,bus
양천공영차고지,bus
국립과학수사연구소.고강동종점,bus
신월동기점,bus
양천공영차고지,bus
푸른마을1단지앞,bus
중부운수앞,bus
푸른마을1단지앞,bus
신정교입구,bus
신월청소년문화센터,bus
계남초등학교,bus
신목동역-서울지방식품의약품안전청,bus
목동역,bus
목동역,bus
갈산초등학교,bus
갈산초등학교,bus
화곡입구,bus
화곡입구,bus
서서울호수공원,bus
서서울호수공원,bus
국립과학수사연구소,bus
국립과학수사연구소,bus
서부트럭터미널,bus
서부트럭터미널,bus
대일고등학교,bus
목동사거리,bus
양천공영차고지,bus
경서농협,bus
우리은행앞,bus
보람쉬움아파트,bus
보람쉬움아파트.신영시장,bus
신정이펜하우스3단지,bus
신정이펜하우스2단지,bus
신정교입구,bus
신정교입구,bus
오목교역,bus
오목교역,bus
목동운동장남문.야구장.아이스링크,bus
목동현대백화점,bus
양천우체국.목동운동장북문,bus
목동4단지상가.목동종합운동장,bus
파리공원,bus
목동3단지,bus
목동5단지,bus
목동2단지,bus
이대목동병원,bus
목동1단지,bus
신목동역,bus
신목동역,bus
이펜하우스1단지.어르신요양센터,bus
신정이펜하우스5단지.서남병원,bus
신정이펜하우스3.4단지,bus
신정1동주민센터,bus
목동13단지,bus
오목교역,bus
목동13단지,bus
양천어르신요양센터,bus
신정이펜하우스1단지아파트,bus
양서중학교,bus
용왕산,bus
신정이펜하우스1단지.새금성교회,bus
신정역2번출구,bus
신정역3번출구,bus
우신웨스트빌.목동보건지소,bus
한성교회.금옥여고.백암고,bus
농심가슈퍼.건영아파트,bus
신정현대아파트.서부트럭터미널,bus
팔복부동산.목동교회,bus
동일하이빌아파트,bus
푸른마을아파트3단지,bus
신서초교,bus
오목교역.대학학원,bus
목동10단지,bus
신정1동주민센터,bus
신정네거리.신정119안전센터,bus
학마을2단지아파트,bus
한신청구아파트,bus
학마을2단지아파트,bus
한신아파트,bus
농협.영도초등학교,bus
솔밭유치원,bus
신목중학교,bus
우리동네빵집,bus
성원.극동아파트,bus
벽산.대주아파트,bus
대림.수정아파트,bus
목동역.5호선5번출구,bus
한신청구아파트정문,bus
목동8단지천주교,bus
목동3.4단지사잇길,bus
우성아파트.월촌초등학교,bus
목동3단지후문,bus
성원.극동아파트,bus
목동9단지B상가,bus
현대아파트.월드메르디앙아파트,bus
우신웨스트빌.목동보건지소,bus
신정네거리해누리분수광장,bus
거산아파트,bus
목동YMCA,bus
목2동주민센터,bus
신곡시장,bus
우리동네빵집,bus
벽산.대주아파트,bus
대림.수정아파트,bus
한성교회.백암고,bus
금옥여고.대우미래사랑아파트,bus
동일하이빌아파트,bus
신은초등학교,bus
양천어르신요양센터,bus
서울남부지법,bus
하이스트학원.종로학원,bus
한신아파트,bus
목동8단지.한전.출입국관리사무소,bus
용왕산입구,bus
농심가슈퍼.건영아파트,bus
팔복부동산.목동교회,bus
양동중학교,bus
솔밭유치원,bus
목동프라자,bus
현대아파트.월드메르디앙아파트,bus
신은초등학교,bus
이펜하우스3.4단지,bus
수명산입구,bus
서남병원,bus
서남병원,bus
목2동주민센터,bus
강서보건소.9호선등촌역,bus
롯데캐슬아파트.목3동시장,bus
목동프라자,bus
신정1동주민센터,bus
신정현대아파트.서부트럭터미널,bus
양천구청.보건소.경찰서,bus
신정이펜하우스1단지,bus
거산아파트,bus
강서교육청,bus
염창역.서울도시가스,bus
염창역.서울도시가스,bus
등촌역.강서보건소,bus
등촌역.강서보건소,bus
등촌중학교 백석초등학교,bus
등촌중학교 백석초등학교,bus
백석초등학교.한국임업진흥원,bus
등촌중학교.한국임업진흥원,bus
KC대학교.화진코스메틱,bus
하이웨이주유소.KC대학교,bus
등촌주공5단지아파트,bus
발산역4번출구,bus
발산역,bus
공항중학교,bus
송정역,bus
송정역,bus
공항시장,bus
공항시장,bus
공항동국민은행,bus
공항시장역.공항성산교회,bus
방화주유소,bus
방화2동청성아파트앞,bus
방신전통시장,bus
방화2동우촌연립,bus
국민은행방화동지점,bus
국민은행방화동지점,bus
한서고등학교.보람아파트,bus
한서고등학교.보람아파트,bus
방화역,bus
방화역,bus
방화3동주민센터.국립국어원,bus
방화도시7단지.국립국어원,bus
가양3동도시개발8단지아파트.가양역,bus
가양역.마포중고등학교,bus
가양역.마포중고등학교,bus
경복비즈니스고등학교,bus
경복비즈니스고등학교,bus
강서구청,bus
강서구청,bus
우장초등학교,bus
우장초등학교,bus
한국폴리텍1.서울강서대학교,bus
한국폴리텍1.서울강서대학교,bus
화곡본동시장,bus
화곡본동시장,bus
화곡역,bus
화곡역,bus
화곡푸르지오,bus
화곡푸르지오,bus
외발산신광명마을,bus
외발산신광명마을,bus
강서면허시험장.메이필드호텔,bus
강서면허시험장.메이필드호텔,bus
강서농수산물도매시장,bus
공항동송정중학교,bus
공항동송정중학교,bus
공항동천주교회,bus
공항동천주교회,bus
공항동지하도입구,bus
방화중학교,bus
방화중학교,bus
공항고등학교,bus
방화동도시개발11단지,bus
개화2치안센터,bus
개화2치안센터,bus
개화검문소,bus
개화검문소,bus
상사마을,bus
상사마을,bus
영일고등학교.강서도서관,bus
아이파크아파트.백석중학교.실로암안과,bus
등촌2동주민센터.등촌동대림아파트,bus
대일고교.임광아파트.배광교회,bus
용문사.시립화곡청소년수련관,bus
목동사거리,bus
목동사거리,bus
화곡동남부시장,bus
성석교회,bus
서울신정초등학교,bus
서울신정초등학교,bus
화곡8동주민센터,bus
화곡8동주민센터.까치산시장,bus
KT강서지사,bus
KT강서지사,bus
화곡동유림아파트,bus
화곡동유림아파트,bus
황외과앞,bus
까치산역2번출구,bus
까치산역4번출구,bus
화곡동백구사,bus
화곡동백구사,bus
화곡대림아파트,bus
화곡동대림아파트.화곡중앙시장,bus
가로공원.나누리병원,bus
가로공원.나누리병원,bus
가로공원.나누리병원,bus
가로공원.나누리병원,bus
화원중학교,bus
신월초등학교,bus
신월초등학교,bus
화곡역.현대주유소,bus
화곡역,bus
화곡역1번출구,bus
화곡역,bus
대원시장,bus
대원시장,bus
화곡중고등학교,bus
우장산역,bus
우장산역,bus
명덕고등학교.웰튼병원,bus
명덕고등학교.웰튼병원,bus
발산역.우장산힐스테이트,bus
발산역.우장산힐스테이트,bus
발산역2번출구,bus
발산역3번출구,bus
서울호서전문학교.등촌주공3단지아파트,bus
서울호서전문학교.등촌주공3단지아파트,bus
KT가양지사,bus
KT가양지사,bus
양천향교역.휴먼빌아파트,bus
양천향교입구,bus
가양한강타운아파트,bus
가양한강타운아파트,bus
가양2단지성지아파트.동양고등학교,bus
가양2단지성지아파트.동양고등학교,bus
한보구암마을아파트,bus
가양동천주교영등포공업고등학교,bus
공진중학교 우체국앞 허준박물관,bus
탑산초등학교 허준박물관,bus
가양도시개발4단지아파트,bus
대림경동아파트,bus
가양도시개발5단지아파트,bus
